iter	Passed	Remaining
573	18468	13706
574	18534	13699
575	18599	13691
576	18660	13680
577	18700	13653
578	18750	13633
579	18848	13648
580	18927	13649
581	19031	13668
582	19150	13698
583	19190	13669
584	19225	13638
585	19252	13601
586	19273	13560
587	19302	13524
588	19336	13492
589	19371	13461
590	19413	13434
591	19435	13395
592	19464	13359
593	19493	13323
594	19522	13288
595	19556	13256
596	19620	13244
597	19693	13238
598	19766	13232
599	19848	13232
600	19909	13218
601	19942	13184
602	19970	13147
603	19997	13110
604	20028	13076
605	20063	13044
606	20108	13018
607	20134	12981
608	20160	12943
609	20188	12907
610	20215	12870
611	20239	12831
612	20272	12798
613	20307	12766
614	20338	12732
615	20391	12711
616	20458	12699
617	20533	12692
618	20612	12687
619	20672	12669
620	20738	12656
621	20796	12638
622	20830	12605
623	20855	12566
624	20879	12527
625	20907	12491
626	20931	12451
627	20954	12412
628	20977	12373
629	21002	12335
630	21032	12299
631	21063	12264
632	21090	12227
633	21124	12194
634	21156	12160
635	21180	12122
636	21212	12088
637	21286	12078
638	21317	12043
639	21340	12003
640	21369	11967
641	21406	11936
642	21490	11931
643	21557	11916
644	21623	11901
645	21687	11884
646	21749	11866
647	21786	11834
648	21814	11798
649	21839	11759
650	21864	11721
651	21888	11682
652	21912	11644
653	21937	11605
654	21961	11567
655	21989	11531
656	22024	11498
657	22048	11460
658	22074	11422
659	22097	11383
660	22124	11346
661	22153	11310
662	22188	11278
663	22226	11247
664	22252	11210
665	22277	11172
666	22298	11132
667	22327	11096
668	22349	11057
669	22371	11018
670	22394	10980
671	22433	10949
672	22467	10916
673	22493	10879
674	22518	10842
675	22541	10803
676	22565	10765
677	22586	10727
678	22615	10691
679	22658	10662
680	22682	10625
681	22706	10587
682	22731	10550
683	22756	10513
684	22779	10475
685	22802	10437
686	22833	10402
687	22874	10373
688	22898	10335
689	22922	10298
690	22946	10261
691	22973	10225
692	22997	10187
693	23027	10153
694	23065	10122
695	23092	10086
696	23115	10048
697	23148	10015
698	23174	9979
699	23199	9942
700	23223	9905
701	23273	9879
702	23304	9845
703	23328	9808
704	23357	9773
705	23386	9738
706	23415	9703
707	23447	9670
708	23488	9640
709	23517	9605
710	23548	9571
711	23575	9536
712	23601	9500
713	23630	9465
714	23663	9432
715	23705	9402
716	23733	9367
717	23763	9333
718	23789	9297
719	23810	9259
720	23835	9223
721	23861	9187
722	23896	9155
723	23932	9123
724	23961	9088
725	23987	9053
726	24010	9016
727	24035	8980
728	24058	8943
729	24088	8909
730	24130	8879
731	24161	8845
732	24191	8811
733	24218	8776
734	24245	8741
735	24271	8706
736	24295	8669
737	24323	8635
738	24360	8603
739	24389	8569
740	24414	8533
741	24441	8498
742	24464	8462
743	24490	8426
744	24514	8390
745	24539	8355
746	24578	8324
747	24609	8290
748	24633	8255
749	24658	8219
750	24682	8183
751	24705	8147
752	24727	8111
753	24752	8075
754	24785	8042
755	24817	8009
756	24847	7976
757	24877	7942
758	24902	7907
759	24926	7871
760	24949	7835
761	24980	7802
762	25013	7769
763	25043	7735
764	25069	7701
765	25096	7666
766	25129	7633
767	25163	7601
768	25194	7568
769	25248	7541
770	25281	7508
771	25315	7476
772	25347	7443
773	25377	7409
774	25411	7377
775	25464	7350
776	25502	7319
777	25529	7284
778	25557	7250
779	25582	7215
780	25616	7183
781	25651	7151
782	25695	7121
